CustomerID,EducationCode,MaritalStatusCode,Year_Birth,Dt_Customer,Income,Kidhome,Teenhome,Recency,ComplainFlag,AcceptedCmp1,AcceptedCmp2
9215,PhD,Married,1980,12-12-2012,43974.0,1,0,19,0,0,0
2286,Graduation,Single,1962,10-09-2013,50785.0,1,1,27,0,0,0
1592,Graduation,Married,1970,24-01-2014,90765.0,0,0,25,0,1,0
367,2n Cycle,Married,1978,19-02-2013,36550.0,1,0,74,0,0,0
5234,2n Cycle,Together,1967,11-07-2013,30753.0,1,1,85,0,0,0
9862,Graduation,Together,1969,14-11-2013,21918.0,1,0,37,0,0,0
9805,Master,Together,1953,20-06-2013,56129.0,0,1,65,0,0,0
6205,Master,Single,1967,24-02-2014,32557.0,1,0,13,0,0,0
8442,Master,Married,1985,04-09-2013,19510.0,2,0,63,0,0,0
7386,Graduation,Divorced,1976,22-04-2013,30992.0,1,0,83,0,0,0
7215,Graduation,Single,1983,12-03-2013,101970.0,0,0,69,0,1,0
1491,2n Cycle,Together,1965,18-02-2013,71488.0,0,0,87,0,0,0
11071,Graduation,Single,1984,21-04-2013,79607.0,0,0,37,0,0,0
3381,Master,Married,1953,08-06-2014,54348.0,1,1,51,0,0,0
8268,PhD,Married,1961,11-07-2013,,0,1,23,0,0,0
11051,PhD,Together,1956,10-05-2014,77376.0,1,1,72,0,0,0
8026,Graduation,Married,1952,30-09-2013,62998.0,0,1,10,0,0,0
433,Master,Alone,1958,10-03-2013,61331.0,1,1,42,0,0,0
9597,Graduation,Married,1969,10-02-2014,73448.0,0,0,10,0,0,0
1295,Graduation,Married,1963,11-08-2013,,0,1,96,0,0,0
5290,PhD,Married,1964,14-08-2013,41551.0,1,1,51,0,0,0
1685,PhD,Together,1967,17-03-2013,62981.0,0,0,21,0,0,0
5342,Basic,Divorced,1976,08-08-2012,9548.0,1,0,31,0,0,0
9579,PhD,Married,1959,07-07-2013,33762.0,2,1,61,0,0,0
7660,PhD,Alone,1973,19-05-2014,35860.0,1,1,37,0,0,0
1461,PhD,Divorced,1965,28-07-2013,36921.0,1,1,74,0,0,0
821,Master,Single,1992,19-10-2012,92859.0,0,0,46,0,0,0
11084,Master,Together,1976,14-11-2013,65104.0,0,1,4,0,0,0
8690,Graduation,Married,1962,19-04-2013,86111.0,0,0,73,0,0,0
2937,PhD,Single,1974,28-08-2013,68352.0,0,1,47,0,0,0
9701,Graduation,Together,1988,19-03-2013,41883.0,1,0,13,0,0,0
9949,Graduation,Married,1976,18-10-2012,59809.0,0,2,36,0,0,0
10837,Graduation,Married,1975,28-10-2012,23957.0,1,0,47,0,0,0
3120,Graduation,Together,1981,28-08-2013,38547.0,1,0,49,1,0,0
5885,2n Cycle,Married,1973,22-08-2012,35688.0,2,1,94,0,0,0
4050,Master,Married,1966,21-06-2014,49605.0,0,0,65,0,0,0
3830,Master,Married,1953,24-04-2014,59354.0,0,2,59,0,0,0
7987,Graduation,Married,1969,07-03-2014,65747.0,0,1,96,0,0,0
7798,2n Cycle,Together,1972,14-12-2012,46344.0,0,1,28,0,0,0
92,Graduation,Alone,1988,12-05-2014,34176.0,1,0,12,0,0,0
7055,PhD,Together,1952,09-10-2012,61010.0,0,1,57,0,0,0
10240,Graduation,Together,1949,19-02-2013,69372.0,0,0,10,0,0,0
3025,Graduation,Single,1958,08-07-2013,49967.0,0,1,4,0,0,0
9283,Graduation,Single,1978,12-09-2013,60199.0,1,2,49,0,0,0
9970,Graduation,Together,1977,17-10-2013,55375.0,0,1,3,0,0,0
2730,Graduation,Single,1955,20-08-2013,80317.0,0,0,64,0,0,0
2795,Master,Single,1958,01-07-2013,30523.0,2,1,0,0,0,0
9260,PhD,Married,1945,05-11-2012,70356.0,0,0,20,0,0,0
8182,Graduation,Married,1984,05-01-2014,23228.0,1,0,91,0,0,0
10095,PhD,Divorced,1975,01-05-2013,74165.0,0,0,9,0,0,0
8475,PhD,Married,1973,01-03-2014,157243.0,0,1,98,0,0,0
4370,Graduation,Together,1966,13-11-2013,43482.0,2,1,83,0,0,0
10573,Graduation,Divorced,1953,18-11-2013,62551.0,0,0,27,0,0,0
3712,Graduation,Divorced,1959,28-08-2013,52332.0,0,0,63,0,0,0
6637,Graduation,Single,1988,02-11-2013,66951.0,0,0,46,0,0,0
3152,Graduation,Together,1957,25-02-2014,26091.0,1,1,84,0,0,0
5610,Graduation,Together,1965,21-04-2014,33456.0,1,1,58,0,0,0
6460,Graduation,Married,1982,13-07-2013,28718.0,1,0,78,0,0,0
1349,Graduation,Married,1970,21-04-2014,50447.0,2,0,4,0,0,0
1880,PhD,Together,1959,30-01-2014,53537.0,1,1,17,0,0,0
641,Graduation,Single,1967,04-04-2014,52074.0,0,1,77,0,0,0
8717,PhD,Married,1975,12-09-2012,80427.0,0,1,56,0,0,0
10314,PhD,Married,1948,16-12-2012,83837.0,0,0,79,0,1,0
10854,PhD,Married,1970,23-05-2014,38853.0,1,1,90,0,0,0
10492,Graduation,Together,1959,24-06-2014,38285.0,2,1,96,0,0,0
6935,2n Cycle,Married,1951,01-12-2013,78497.0,0,0,44,0,1,0
7698,PhD,Married,1976,11-05-2014,51650.0,0,1,81,0,0,0
3559,2n Cycle,Married,1988,10-05-2014,16248.0,1,0,77,0,0,0
10562,Master,Married,1946,28-09-2013,66835.0,0,0,21,0,0,0
10796,Master,Married,1984,22-01-2014,30477.0,1,0,16,0,0,0
2563,Basic,Married,1961,15-06-2014,28249.0,0,0,80,0,0,0
3518,Graduation,Married,1983,05-12-2012,25271.0,1,0,45,0,0,0
5823,PhD,Single,1970,08-03-2014,32303.0,0,1,63,0,0,0
3934,Graduation,Married,1966,02-08-2013,61286.0,0,1,34,0,0,0
6982,Graduation,Married,1976,19-03-2013,74068.0,0,0,14,0,0,0
6431,PhD,Married,1964,23-02-2013,45759.0,1,1,13,0,0,0
9733,Basic,Together,1978,09-09-2012,24882.0,1,0,52,0,0,0
5602,PhD,Together,1989,17-05-2013,66973.0,0,0,98,0,0,0
7829,2n Cycle,Divorced,1900,26-09-2013,36640.0,1,0,99,1,0,0
1324,Graduation,Married,1988,30-05-2013,38872.0,1,0,93,0,0,0
326,Graduation,Married,1973,18-02-2013,51148.0,1,1,38,0,0,0
7224,Graduation,Married,1977,29-12-2013,31353.0,1,1,24,0,0,0
6999,Master,Married,1980,13-05-2014,69661.0,0,0,80,0,0,0
9938,Graduation,Married,1954,19-09-2013,80067.0,0,0,82,0,0,0
6422,Graduation,Married,1954,17-01-2013,86718.0,0,0,20,0,0,0
3182,PhD,Single,1973,31-03-2014,46854.0,1,1,81,0,0,0
7300,Graduation,Divorced,1952,29-06-2014,69142.0,0,1,50,0,0,0
10424,Graduation,Single,1968,09-12-2013,75922.0,0,0,60,0,0,0
8727,Graduation,Divorced,1978,14-10-2013,63693.0,0,1,63,0,0,0
2798,PhD,Together,1977,02-11-2012,102160.0,0,0,54,0,1,0
1030,PhD,Single,1965,17-07-2013,40637.0,1,1,72,0,0,0
624,Master,Single,1984,10-11-2012,18890.0,0,0,5,0,0,0
5176,Graduation,Together,1988,08-12-2013,29604.0,1,0,88,0,0,0
5552,Master,Divorced,1963,13-05-2013,48721.0,1,1,50,0,0,0
868,Graduation,Married,1966,08-06-2014,44794.0,0,1,99,0,0,0
380,Graduation,Divorced,1954,10-09-2012,64497.0,0,1,17,0,0,0
2677,Graduation,Together,1956,31-03-2013,46097.0,0,1,11,0,0,0
6521,Graduation,Together,1954,18-03-2014,77972.0,0,0,18,0,0,0
6927,PhD,Married,1968,05-10-2012,44377.0,1,1,70,0,0,0
2877,Master,Together,1974,21-01-2013,46014.0,1,1,21,0,0,0
0,Graduation,Married,1985,04-05-2013,70951.0,0,0,66,0,0,0
1584,Graduation,Married,1977,01-04-2014,41443.0,1,0,79,0,0,0
7264,2n Cycle,Single,1978,12-05-2014,52195.0,2,1,2,0,0,0
6274,Master,Married,1948,15-11-2013,83790.0,0,0,81,0,0,0
1377,Master,Widow,1954,31-08-2013,44551.0,0,1,24,0,0,0
454,Graduation,Together,1980,14-11-2012,69508.0,1,0,48,0,0,0
1755,2n Cycle,Together,1988,11-04-2014,45204.0,1,0,93,0,0,0
2075,Graduation,Married,1969,14-11-2013,72460.0,0,0,56,0,0,0
4785,PhD,Together,1970,14-04-2014,77622.0,0,2,3,0,0,0
9076,PhD,Married,1980,05-01-2013,30732.0,1,0,44,0,0,0
7079,Graduation,Divorced,1962,08-09-2012,63887.0,0,1,38,0,0,0
4653,Graduation,Together,1978,26-03-2013,42011.0,1,0,46,0,0,0
7375,Graduation,Together,1976,25-10-2012,51369.0,0,1,84,0,0,0
709,Graduation,Divorced,1952,09-12-2012,51537.0,0,1,27,0,0,0
460,PhD,Married,1972,08-08-2012,79930.0,0,0,72,0,0,0
3726,PhD,Together,1986,16-02-2014,34320.0,1,0,66,0,0,0
6798,Graduation,Single,1966,20-03-2013,37070.0,1,1,30,0,0,0
5341,2n Cycle,Divorced,1962,05-01-2013,81975.0,0,1,2,0,0,0
1606,Graduation,Together,1971,15-05-2013,38590.0,1,0,65,0,0,0
9617,Graduation,Single,1951,16-04-2014,15033.0,0,0,37,0,0,0
3233,PhD,Married,1965,23-03-2013,62745.0,0,1,89,0,0,0
89,2n Cycle,Married,1975,09-12-2013,22212.0,1,0,49,0,0,0
2936,Master,Together,1982,04-12-2013,23661.0,1,0,46,0,0,0
9449,PhD,Single,1958,04-10-2013,79761.0,0,1,32,0,0,0
7297,Graduation,Single,1973,26-12-2013,7500.0,1,0,54,0,0,0
11004,2n Cycle,Single,1893,17-05-2014,60182.0,0,1,23,0,0,0
313,Graduation,Widow,1968,28-10-2013,73455.0,0,0,98,0,0,0
9940,Graduation,Together,1958,23-12-2012,64961.0,0,1,97,0,0,0
10735,Graduation,Single,1971,31-07-2013,22804.0,1,0,75,0,0,0
9529,Graduation,Married,1990,28-11-2013,73687.0,0,0,8,0,1,0
6439,Graduation,Married,1958,17-08-2012,61074.0,0,1,37,0,0,0
7411,PhD,Married,1964,05-06-2014,31686.0,1,1,31,0,0,0
2176,Graduation,Married,1972,20-05-2013,80134.0,1,0,40,0,1,0
9265,Graduation,Married,1953,09-01-2013,75027.0,0,1,74,0,0,0
8867,PhD,Married,1988,31-08-2012,67546.0,0,0,90,0,0,0
8932,Master,Together,1969,29-10-2012,65176.0,0,1,57,0,0,0
10236,Master,Single,1975,16-09-2013,31160.0,1,0,59,0,0,0
6340,Graduation,Single,1985,27-10-2013,29938.0,1,0,52,0,0,0
10089,Graduation,Divorced,1974,05-04-2013,102692.0,0,0,5,0,1,1
2227,2n Cycle,Together,1958,22-09-2012,26490.0,0,0,92,0,0,0
10992,Graduation,Together,1967,29-08-2012,75702.0,1,1,77,0,0,0
5304,PhD,Single,1974,13-10-2012,30899.0,1,0,35,0,0,0
309,PhD,Together,1961,16-10-2012,63342.0,0,1,48,0,0,0
3406,Graduation,Single,1964,22-10-2012,45989.0,0,1,97,0,0,0
2661,Graduation,Single,1964,04-06-2013,18701.0,1,1,95,0,0,0
3153,PhD,Single,1957,08-12-2013,40737.0,2,1,24,0,0,0
10264,Graduation,Divorced,1979,10-10-2012,15287.0,1,0,60,0,0,0
1184,PhD,Divorced,1968,22-05-2013,69674.0,0,2,46,0,0,0
4200,Master,Married,1970,17-06-2014,44159.0,1,0,85,0,0,0
9396,PhD,Married,1978,23-11-2012,37717.0,1,0,31,0,0,0
2387,Master,Together,1952,03-02-2013,43776.0,1,1,9,0,0,0
6690,Master,Married,1966,14-03-2013,38179.0,1,1,30,0,0,0
1225,Graduation,Married,1963,26-06-2014,80124.0,0,0,47,0,0,0
9703,PhD,Married,1970,15-10-2012,38097.0,1,1,70,0,0,0
291,Graduation,Married,1970,19-06-2013,72940.0,0,0,13,0,0,0
4557,Graduation,Together,1970,04-10-2013,22070.0,1,0,11,0,0,0
2379,Graduation,Single,1953,22-09-2012,69267.0,0,0,31,0,0,0
5726,Master,Single,1983,20-03-2014,31788.0,1,0,15,1,0,0
3066,PhD,Together,1975,04-02-2014,61905.0,0,1,2,0,0,0
6336,Graduation,Married,1960,06-04-2014,29315.0,1,1,55,0,0,0
10967,Graduation,Divorced,1963,06-02-2013,33378.0,1,1,38,0,0,0
2304,PhD,Together,1963,16-09-2013,66313.0,0,1,86,0,0,0
3445,Graduation,Single,1956,17-01-2013,60714.0,0,0,56,0,0,0
7828,Master,Together,1981,30-04-2014,77882.0,0,0,29,0,0,0
3762,PhD,Single,1986,02-04-2013,69867.0,0,0,30,0,1,0
4391,Master,Divorced,1968,21-04-2013,63841.0,0,1,64,0,0,0
4669,Basic,Married,1981,11-02-2013,24480.0,1,0,46,0,0,0
10144,Graduation,Together,1976,25-10-2012,51369.0,0,1,84,0,0,0
8652,Graduation,Together,1946,31-08-2012,37760.0,0,0,20,0,0,0
1672,PhD,Together,1974,01-03-2014,65640.0,0,1,74,0,0,0
8962,Master,Married,1975,17-04-2014,44319.0,1,1,18,0,0,0
9974,Graduation,Married,1974,12-07-2013,30631.0,1,0,75,0,0,0
10983,Graduation,Together,1952,29-01-2013,75278.0,0,0,17,0,0,0
8148,Master,Together,1956,08-01-2013,50898.0,1,1,88,0,0,0
10102,Graduation,Widow,1966,12-05-2014,79946.0,0,0,19,0,0,0
4697,Master,Divorced,1949,13-06-2013,35416.0,0,0,62,0,0,0
9262,2n Cycle,Together,1984,04-07-2013,32414.0,0,0,11,0,0,0
7254,Graduation,Together,1969,27-12-2013,38361.0,1,0,74,0,0,0
4543,Graduation,Married,1980,31-10-2012,82497.0,0,0,32,0,0,0
4927,Graduation,Together,1971,15-01-2014,16626.0,2,0,76,0,0,0
10451,Graduation,Together,1965,12-03-2013,29672.0,1,1,6,0,0,0
2926,Master,Together,1952,23-08-2012,55951.0,0,1,62,0,0,1
2874,2n Cycle,Divorced,1988,07-03-2013,35388.0,1,0,20,0,0,0
9738,Master,Together,1986,13-01-2013,42386.0,1,0,43,0,0,0
7119,Graduation,Single,1982,12-01-2013,68627.0,0,0,45,0,0,0
3924,PhD,Divorced,1965,17-03-2014,57912.0,0,1,34,0,0,0
5827,Graduation,Divorced,1958,16-04-2014,35246.0,1,1,53,0,0,0
5596,2n Cycle,Together,1956,12-10-2013,58821.0,0,1,44,0,0,0
10812,PhD,Married,1978,01-03-2014,46377.0,1,0,89,0,0,0
1717,Graduation,Single,1988,13-04-2014,39747.0,1,0,43,0,0,0
9491,Graduation,Together,1984,27-12-2013,23976.0,1,0,68,0,0,0
9274,Master,Married,1961,28-03-2013,80950.0,0,0,44,0,1,0
6609,Graduation,Widow,1966,18-09-2012,27038.0,0,0,64,0,0,0
6963,Graduation,Single,1947,05-03-2014,77457.0,0,0,85,0,0,0
4440,Master,Married,1964,10-09-2013,64100.0,0,1,93,0,0,0
1379,Master,Together,1992,27-04-2013,42670.0,0,0,12,0,0,0
10032,Graduation,Divorced,1976,18-01-2014,12571.0,1,0,86,0,0,0
2826,Graduation,Married,1967,28-10-2013,22574.0,2,1,28,0,0,0
2437,Graduation,Married,1989,03-06-2013,,0,0,69,0,1,0
6320,Master,Single,1976,06-02-2013,70893.0,0,0,42,0,0,0
3050,Graduation,Married,1966,17-12-2013,54198.0,1,1,13,0,0,0
231,Master,Together,1956,11-03-2014,28839.0,1,1,86,0,0,0
2392,Graduation,Married,1972,29-07-2013,40321.0,1,1,59,0,0,0
9478,Graduation,Single,1985,14-08-2012,66503.0,1,0,30,0,0,0
113,Graduation,Married,1951,16-07-2013,30833.0,1,1,33,0,0,0
2863,Graduation,Single,1970,23-08-2013,,1,2,67,0,1,0
1802,Graduation,Married,1971,17-01-2013,64795.0,0,1,23,0,0,0
520,Graduation,Married,1974,01-07-2013,34421.0,1,0,81,0,0,0
8275,PhD,Divorced,1965,09-02-2014,47025.0,1,1,6,0,0,0
9750,PhD,Divorced,1961,07-02-2013,64325.0,0,1,41,0,0,0
2607,Graduation,Single,1953,11-01-2013,40464.0,0,1,78,0,0,0
7214,Graduation,Married,1957,05-07-2013,62187.0,0,0,49,0,0,0
5835,PhD,Divorced,1976,02-07-2013,14849.0,1,0,39,0,0,0
3896,Graduation,Married,1984,07-11-2013,27255.0,1,0,3,0,0,0
10350,PhD,Married,1950,09-05-2013,54432.0,2,1,37,0,0,0
7786,PhD,Single,1986,13-02-2013,29999.0,1,0,22,0,0,0
2861,Graduation,Single,1983,16-04-2013,24072.0,1,0,79,0,0,0
663,PhD,Single,1989,11-09-2013,33996.0,0,0,46,0,0,0
10675,PhD,Married,1956,03-04-2013,66334.0,0,1,82,0,0,0
2521,Master,Married,1971,10-01-2013,35178.0,1,0,10,0,0,0
9592,Graduation,Together,1983,30-06-2013,22010.0,1,0,51,0,0,0
10151,Graduation,Divorced,1960,12-09-2012,62204.0,0,2,38,0,0,0
7381,Graduation,Divorced,1968,06-12-2012,75693.0,0,0,10,0,1,0
4099,Graduation,Married,1972,12-11-2012,30675.0,1,0,14,0,0,0
9560,Graduation,Together,1965,03-03-2013,83003.0,0,0,18,0,0,0
1150,PhD,Together,1899,26-09-2013,83532.0,0,0,36,0,0,0
10172,Graduation,Single,1988,10-08-2012,68655.0,0,0,95,0,0,0
11191,Graduation,Divorced,1986,07-12-2013,41411.0,0,0,11,0,0,0
9707,PhD,Married,1969,23-11-2012,55212.0,0,1,65,0,0,1
6245,PhD,Together,1950,13-06-2013,59292.0,0,1,71,0,0,0
8234,Basic,Together,1973,15-08-2013,27190.0,1,0,13,0,0,0
1411,Graduation,Divorced,1952,10-11-2013,82623.0,0,0,58,0,0,0
8553,Graduation,Married,1965,23-06-2013,44300.0,1,1,65,0,0,0
1826,Graduation,Divorced,1970,16-06-2014,84835.0,0,0,0,0,0,0
8842,Graduation,Widow,1971,25-12-2012,30372.0,1,1,33,0,0,0
11030,Master,Married,1976,03-01-2014,33181.0,1,0,90,0,0,0
2579,Graduation,Married,1957,17-12-2013,71113.0,0,1,95,0,0,0
175,Graduation,Married,1986,10-01-2013,71952.0,1,0,93,0,0,0
9185,PhD,Single,1966,28-10-2013,69759.0,0,0,38,0,0,0
11056,Graduation,Married,1974,27-10-2012,72099.0,0,0,18,0,0,0
9365,PhD,Single,1976,22-12-2012,60000.0,0,1,57,0,0,0
6201,Graduation,Single,1978,29-11-2013,38643.0,1,1,45,1,0,0
2061,Graduation,Married,1955,11-05-2013,50737.0,0,1,61,0,0,0
6184,PhD,Married,1969,12-12-2012,68462.0,0,0,6,0,0,0
6142,Master,Married,1943,20-08-2013,65073.0,0,0,65,1,0,0
4107,PhD,Together,1948,08-10-2013,46681.0,0,2,52,0,0,0
7274,Graduation,Married,1957,28-09-2012,78618.0,0,0,87,0,0,0
9336,PhD,Widow,1969,22-03-2014,62187.0,0,1,38,0,0,0
2958,Graduation,Married,1978,24-02-2014,28442.0,2,0,53,0,0,0
933,PhD,Married,1978,23-11-2012,37717.0,1,0,31,0,0,0
5837,Graduation,Married,1967,28-12-2012,51479.0,1,1,67,0,0,0
10704,Graduation,Single,1969,21-08-2012,54803.0,0,1,65,0,0,0
5125,Graduation,Married,1960,17-05-2013,79530.0,0,0,64,0,0,0
